"SlNo","ItemCode","Item Name","UOM","Stock","LRD","LID","Value","BalValue","W/of Date","C/R/I/ST","Location",""
"1751","6802057","L&T MAKE 3 POLE POWER CONTACTORS WITH 2 NO","NOS","1","20-Dec-2016","6-Jun-2016","12620.00","","","","",""
"1752","6802060","L&T MAKE DIRECTLY OPERATED, DIRECT MOUNTIN","NOS","3","26-Sep-2017","8-Mar-2017","2310.00","","","","",""
"1753","6802068","L&T MAKE  THERMAL OVER LOAD RELAY SUITABLE","NOS","4","26-Sep-2017","8-Mar-2017","4992.00","","","","",""
"1754","6802087","L&T CONTROL CONTACTOR TYPE MM 01, NO OF CO","NOS","2","25-Sep-1995","24-Feb-2018","53.16","","","","",""
"1755","6802097","CONTACTOR BLOCK NO HC 61A2","NOS","9","14-Jan-1999","19-Jan-2001","17.93","","","","",""
"1756","6802099","PUSH BUTTON ACTUATOR TYPE MUSH ROOM HEA","NOS","4","14-Jan-1999","28-Oct-2004","42.43","","","","",""
"1757","6802101","LED INDICATOR  22.5 MM DIA, VOLTAGE 230V AC,","NOS","60","17-Nov-2017","2-Jul-2018","4950.00","","","","",""
"1758","6802102","LED INDICATOR 22.5 MM DIA, VOLTAGE","NOS","20","14-Mar-2014","6-Sep-2017","1700.00","","","","",""
"1759","6802104","LED INDICATOR 22.5 MM DIA, VOLTAGE 230 V AC,","NOS","78","17-Nov-2017","2-Jul-2018","6300.00","","","","",""
"1760","6802105","LED INDICATOR 22.5 MM DIA, VOLTAGE 110V, AC,","NOS","20","14-Mar-2014","6-Sep-2017","1700.00","","","","",""
"1761","6802108","LED INDICATOR 22.5 MM DIA, VOLTAGE 110V, AC,","NOS","18","14-Mar-2014","6-Sep-2017","482.16","","","","",""
"1762","6802110","L&T MAKE  COIL SUITABLE FOR MLO CONTACTOR 1","NOS","8","26-Feb-2014","16-Jul-2014","3544.00","","","","",""
"1763","6802129","L&T MAKE SHROUDED PUSH BUTTON ACTUATOR G","NOS","3","28-Nov-2015","12-Dec-2015","565.32","","","","",""
"1764","6802139","L&T MAKE THERMAL OVER LOAD RELAY SUITABLE F","NOS","2","26-Sep-2017","27-Apr-2017","3690.00","","","","",""
"1765","6802140","L&T MAKE DIRECTLY OPERATED, DIRECT MOUNTIN","NOS","2","26-Sep-2017","8-Mar-2017","1540.00","","","","",""
"1766","6802145","L&T MAKE THERMAL OVER LOAD RELAY RANGE 6 T","NOS","3","24-Mar-2006","12-Aug-2013","110.29","","","","",""
"1767","6802151","L & T THERMAL OVER LOAD RELAY SUITABLE FOR","NOS","4","26-Sep-2017","3-Mar-2017","7380.00","","","","",""
"1768","6802153","L&T MAKE COIL SUITABLE FOR ML 6 CONTACTOR , 2","NOS","2","22-May-2007","5-Dec-2016","81.12","","","","",""
"1769","6802154","L & T MAKE DIRECTLY OPERATED, DIRECT MOUNTIN","NOS","1","26-Sep-2017","8-Mar-2017","790.00","","","","",""
"1770","6802157","L & T MAKE 3 POLE POWER CONTACTOR TYPE MNX2","NOS","2","25-Jan-2014","22-Jun-2018","1687.35","","","","",""
"1771","6802158","L & T MAKE UNSHROUDED PUSH BUTTON ACTUATO","NOS","4","20-Dec-2016","21-May-2018","1146.67","","","","",""
"1772","6802161","L&T MAKE FULLY AUTOMATIC STAR DELTA STARTE","NOS","1","10-Sep-2015","27-Jun-2009","68252.00","","","","",""
"1773","6802166","L&T MAKE SPARE CONTACT KIT FOR THE CONTACT","SET","1","26-Sep-2017","22-Nov-2017","7590.00","","","","",""
"1774","6802167","L&T MAKE SPARE CONTACT KIT FOR THE CONTACT","SET","1","26-Sep-2017","6-Nov-2017","4305.00","","","","",""
"1775","6802168","L&T MAKE  ON LOAD CHANGE OVER SWITCH DISCO","NOS","1","26-Sep-2017","8-Nov-2016","9980.00","","","","",""
"1776","6802170","L & T MAKE DIRECTLY OPERATED, DIRECT MOUNTIN","NOS","2","25-Jan-2014","16-Mar-2017","1608.67","","","","",""
"1777","6802171","PUSH BUTTON ACTUATOR FLUSH TYPE,22.5 MM","NOS","21","30-Jul-2015","30-Dec-2017","1839.76","","","","",""
"1778","6802172","PUSH BUTTON ACTUATOR FLUSH TYPE,22.5 MM","NOS","40","30-Jul-2015","17-Jun-2016","3520.00","","","","",""
"1779","6802173","L&T MAKE 8 STAGE APFC RELAY, CAT NO. ERPML08","NOS","1","31-May-2014","17-Jan-2014","10880.00","","","","",""
"1780","6802175","L&T MAKE, 3 POLE POWER CONTACTOR TYPE MNX7","NOS","1","10-Sep-2015","10-Nov-2014","5846.00","","","","",""
"1781","6802177","L&T MAKE, 3 POLE POWER CONTACTOR TYPE MNX3","NOS","1","10-Sep-2015","10-Nov-2014","1816.00","","","","",""
"1782","6802178","L&T NMAKE, 3POLE POWER CONTACTOR TYPE MNX","NOS","1","10-Sep-2015","10-Nov-2014","519.00","","","","",""
"1783","6802179","L&T STAR DELTA TIMER, TIMING RANGE 3 SEC TO 1","NOS","2","10-Jul-2015","10-Nov-2014","864.00","","","","",""
"1784","6802181","L&T MAKE FN 100A TPN SWITCH DISCONNECTOR F","NOS","1","10-Sep-2015","10-Nov-2014","3353.00","","","","",""
"1785","6802182","L&T MAKE FN 200A TPN SWITCH DISCONNECTOR F","NOS","1","10-Sep-2015","10-Nov-2014","6137.00","","","","",""
"1786","6802183","L&T MAKE ADD ON AUXILIARY CONTACT BLOCK,TO","NOS","3","10-Sep-2015","22-Jun-2018","1277.33","","","","",""
"1787","6802184","L&T MAKE ADD ON AUXILIARY CONTACT BLOCK, FI","NOS","6","10-Sep-2015","10-Nov-2014","2049.00","","","","",""
"1788","6802185","L&T MAKE ADD ON AUXILIARY CONTACT BLOCK, FI","NOS","6","10-Sep-2015","10-Nov-2014","2049.00","","","","",""
"1789","6802186","L&T MAKE MOTOR PROTECTION CIRCUIT BREAKER","NOS","1","10-Sep-2015","10-Nov-2014","2340.00","","","","",""
"1790","6802187","L&T MAKE MOTOR PROTECTION CIRCUIT BREAKER","NOS","2","10-Sep-2015","10-Nov-2014","4761.00","","","","",""
"1791","6802188","L&T MAKE MOTOR PROTECTION CIRCUIT BREAKER","NOS","4","10-Jul-2015","10-Nov-2014","4320.00","","","","",""
"1792","6802189","L&T MAKE MOTOR PROTECTION CIRCUIT BREAKER","NOS","1","10-Sep-2015","10-Nov-2014","2508.00","","","","",""
"1793","6802190","L&T MAKE AUXILIARY CONTACT LEFT SIDE 1 NO + 1","NOS","6","10-Sep-2015","10-Nov-2014","2664.00","","","","",""
"1794","6802191","L&T MAKE EXTERNAL OPERATING HANDLE, (BLACK","NOS","6","10-Sep-2015","10-Nov-2014","4701.00","","","","",""
"1795","6802193","L&T MAKE DIRECTLY OPERATED,DIRECT MOUNTIN","NOS","2","26-Sep-2017","","1840.00","","","","",""
"1796","6803005","BULBS FOR INDICATING LAMPS","NOS","9","17-Jun-1997","19-Mar-2005","11.25","","","","",""
"1797","6806006","STAR D.STARTER KDM 32,12H","NOS","1","","19-Nov-1993","53.25","","","","",""
"1798","6806057","BCH MAKE CITATION DIRECT ONLINE STARTER IS S","NOS","3","23-Nov-2012","20-Jul-2018","9200.00","","","","",""
"1799","6807009","BALL HANDLE BLOCK TYPE 3LX 0211 -IYA WITH IND","NOS","3","28-Nov-1997","5-Nov-2011","5.03","","","","",""
"1800","6808005","BCH MAKE CITATION-M OVER LOAD  RELAY DIRECT","NOS","8","17-Jul-2015","2-Aug-2016","8163.33","","","","",""
"1801","6808008","SELECTOR ACTUATOR 2 POSITION KEY ACTUATOR","NOS","6","12-Jul-1995","","66.19","","","","",""
"1802","6808017","BCH MAKE PULL TYPE AC SOLENOID SUITABLE FO","NOS","8","20-Dec-2017","24-Apr-2018","40525.00","","","","",""
"1803","6808020","BCH MAKE CITATION-M OVERLOAD RELAY DIRECT M","NOS","2","9-Mar-2017","17-Sep-2016","1832.00","","","","",""
"1804","6808028","BCH MAKE FREEDOM SERIES AC CONTACTOR 110 V","NOS","8","14-Aug-2014","20-Dec-2017","1400.80","","","","",""
"1805","6808029","BCH MAKE FOOT SWITCH , NO.OF CONTACT BLOCK","NOS","2","27-Sep-2017","16-Jun-2017","5634.00","","","","",""
"1806","6808034","FREEDOM SERIES CONTACTOR 12 A CAT.NO. CE15","NOS","18","13-Sep-2002","26-Aug-2014","457.81","","","","",""
"1807","6808035","BCH MAKE FREEDOM SERIES AC CONTACTOR 110 V","NOS","4","13-Oct-2017","24-Nov-2016","2800.00","","","","",""
"1808","6808039","BCH MAKE AUX. CONTACT BLOCK WITH 1 NO+1 NC S","NOS","49","21-Jun-2013","16-Mar-2017","10482.08","","","","",""
"1809","6808040","ADD ON AUX. CONTACT BLOCK CAT.NO. C 320 KG T","NOS","8","17-Sep-2002","13-Feb-2017","54.42","","","","",""
"1810","6808043","BCH MAKE FREEDOM SERIES OVER LOAD RELAY  D","NOS","2","13-Apr-2017","17-Sep-2016","1830.00","","","","",""
"1811","6808045","BCH MAKE FREEDOM SERIES OVERLOAD REALY","NOS","3","8-Dec-2014","25-Feb-2016","2208.60","","","","",""
"1812","6808060","BCHMAKE FREEDOM SERIES OVERLOAD RELAY","NOS","3","27-Sep-2017","9-May-2018","4276.39","","","","",""
"1813","6808061","BCH MAKE FREEDOM SERIES OVERLOAD RELAY D","NOS","3","27-Sep-2017","3-Jun-2017","2475.00","","","","",""
"1814","6808062","BCH MAKE FREDOM SERIES OVERLOAD RELAY DI","NOS","5","5-Aug-2009","22-Jul-2013","143.26","","","","",""
"1815","6808063","BCH DOL STARTER OVER LOAD RELAY FOR 6 - 8.5 A","NOS","3","24-Aug-2002","18-Dec-2017","160.45","","","","",""
"1816","6808064","BCH DOL STARTER OVED LOAD RELAY FOR 13 - 19 A","NOS","3","24-Aug-2002","28-Feb-2013","118.87","","","","",""
"1817","6808065","BCH MAKE FREEDOM SERIES AC CONTACTOR","NOS","7","23-Oct-2002","6-Aug-2014","235.16","","","","",""
"1818","6808066","BCH MAKE  FREEDOM SERIES THERMAL OVERLOA","NOS","1","12-Jun-2009","3-Mar-2016","1595.00","","","","",""
"1819","6808068","BCH MAKE FREEDOM SERIES 3 POLE AC CONTACT","NOS","1","8-Dec-2014","5-Jun-2014","2727.00","","","","",""
"1820","6808073","BCH MAKEFREEDOM SERIES AC CONTACTOR SIZE A","NOS","11","31-Oct-2003","1-Dec-2005","289.44","","","","",""
"1821","6808078","SIEMENS MAKE 3UA, 5800-2PZ2,(50-63A), THERMAL O","NOS","1","25-Aug-2012","3-Mar-2016","2565.50","","","","",""
"1822","6808080","BCH MAKE FREEDOM SERIES OVER LOAD RELAY","NOS","2","9-Mar-2017","3-Mar-2016","1887.00","","","","",""
"1823","6808081","BCH MAKE CITATION-M OVERLOAD RELAY DIRECT M","NOS","7","24-Jun-2014","13-Sep-2016","6727.00","","","","",""
"1824","6808082","BCH MAKE CITATION-M OVERLOAD RELAY DIRECT M","NOS","5","7-Apr-2014","6-Dec-2013","4805.00","","","","",""
"1825","6808083","BCH MAKE CITATION- M OVERLOAD RELAY DIRECT","NOS","1","27-Sep-2017","28-Oct-2016","755.00","","","","",""
"1826","6808084","BCH MAKE NHD SERIES AC 4 POLE CONTACTOR 4","NOS","3","9-Mar-2017","17-Sep-2016","3657.00","","","","",""
"1827","6810008","TELE MACHINE CONTROL ADD ON BLOCK WITH 1N","NOS","3","28-Jan-1997","","9.99","","","","",""
"1828","6901001","L&T MAKE LOCKABLE TRIP PUSH BUTTON CAT NO: S","NOS","1","31-Aug-2007","11-Aug-2007","65.60","","","","",""
"1829","6901002","L&T MAKE MOVING ARCING CONTACTS , CAT.NO.S","NOS","22","31-Aug-2007","8-Jan-2008","192.50","","","","",""
"1830","6901003","L& T MAKE FIXED ARCING CONTACTS , CAT NO. SL 9","NOS","22","31-Aug-2007","8-Jan-2008","192.50","","","","",""
"1831","6902002","BOTTOM FIXED CONTACT, CAT NO. PGA4100020 FO","NOS","2","22-Oct-2011","4-Mar-2016","6480.00","","","","",""
"1832","6902003","ISOLATING COTACT,  CAT.NO. PGA3110163","NOS","2","22-Oct-2011","4-Mar-2016","6156.00","","","","",""
"1833","6902005","MOVING ARM,  CAT NO. PGA3100027","NOS","5","22-Oct-2011","4-Mar-2016","3361.67","","","","",""
"1834","6902006","PULL LINK ,  CAT NO.PGA1100126","NOS","7","11-Nov-2011","4-Mar-2016","3685.50","","","","",""
"1835","6902007","MAIN TOGGLE LEVER , CAT NO. PGA4120053","NOS","5","22-Oct-2011","4-Mar-2016","2835.00","","","","",""
"1836","6902008","TRIP ROLLER LINK ,  CAT NO. PGA0130224","NOS","5","22-Oct-2011","4-Mar-2016","5670.00","","","","",""
"1837","6902010","BOTTOM FIXED CONTACT, CAT NO. PGA4100020","NOS","2","22-Oct-2011","4-Mar-2016","6480.00","","","","",""
"1838","6902011","ISOLATING CONTACT , CAT NO. PGA3110163","NOS","2","22-Oct-2011","4-Mar-2016","6156.00","","","","",""
"1839","6902014","PULL LINK, CAT NO. PGA1100126","NOS","7","11-Nov-2011","4-Mar-2016","3685.50","","","","",""
"1840","6902015","MAIN TOGGLE LEVER, CAT NO. PGA4120053","NOS","5","22-Oct-2011","4-Mar-2016","2835.00","","","","",""
"1841","6902016","TRIP ROLLER LINK, CAT NO. PGA0130224","NOS","5","11-Nov-2011","4-Mar-2016","5670.00","","","","",""
"1842","7401001","2.5 MFD CAPACITOR SUITABLE FOR CEILING FANS 4","NOS","56","1-Sep-2017","30-May-2018","1309.87","","","","",""
"1843","7401002","CAPACITOR 3.25MFD 400V","NOS","14","","27-Jun-2005","9.91","","","","",""
"1844","7401003","CAPACITOR 4MFD 250V","NOS","18","","28-Apr-2005","16.40","","","","",""
"1845","7401005","SVLC CONDENSER 33 MFD FOR 250 W","NOS","8","25-Jan-1995","29-Jun-2004","439.68","","","","",""
"1846","7401156","POWER FACTOR IMPROVING CAPACITOR BANK , 5 K","NOS","1","12-Sep-2017","7-Oct-2017","704.00","","","","",""
"1847","7401160","COPPER CONDENSER COIL, SINGLE LAYER SUITA","NOS","3","29-Jan-2018","19-Feb-2018","13500.00","","","","",""
"1848","7404003","EXHAUST FAN HEAVY DUTY 18"" SWEEP,1400 RPM","NOS","1","7-Nov-2014","19-Oct-2016","3334.66","","","","",""
"1849","7404007","WALL MOUNTED FAN 400 MM (16"") SIZE WITH","NOS","2","7-Jan-2017","8-May-2017","3600.00","","","","",""
"1850","7404010","EXHAUST FAN LIGHT DUTY  225 MM SWEEP, 1350","NOS","6","24-Nov-2017","21-Aug-2017","5780.35","","","","",""
"1851","7404012","CEILING FAN 1200 MM(48"") SWEEP SIZE, FITTED","NOS","18","24-Nov-2017","19-Jul-2018","23348.76","","","","",""
"1852","7404015","EXHAUST FAN HEAVY DUTY 15"" SWEEP 900 RPM","NOS","2","2-Jan-2017","13-Mar-2017","2596.80","","","","",""
"1853","7404016","PEDESTAL FAN 400 MM (16"") SIZE, HEIGHT","NOS","2","2-Jan-2017","16-May-2017","4096.67","","","","",""
"1854","7404017","CEILING FAN 900 MM(36"") SWEEP SIZE  FITTED","NOS","3","24-Nov-2017","26-Apr-2017","3478.10","","","","",""
"1855","7404018","CEILING FAN 1400 MM ( 56"") SWEEP SIZE FITTED","NOS","1","2-Jan-2017","31-Jan-2018","2609.60","","","","",""
"1856","7406007","CERAMIC CATRIDGE HEATING  ELEMENT 1.5/2.0 KW","NOS","18","7-Oct-2017","11-Nov-2017","5421.63","","","","",""
"1857","7406040","CERAMIC CATRIDGE HEATING ELEMENT 1.0/1.5 KW,","NOS","16","16-Mar-2017","1-Sep-2016","4406.90","","","","",""
"1858","7425026","CELING SPOUT FOR 3 PHASE","SET","1","","31-Mar-1989","638.79","","","","",""
"1859","7425045","T FIXED ARCHING CONTACT CAT NO SL 90631 SUITA","NOS","24","31-May-2001","29-Apr-2000","430.55","","","","",""
"1860","7425046","MOVING ARCHING CONTACT CAT NO SL 90629 SUI","NOS","24","31-May-2001","29-Apr-2000","430.55","","","","",""
"1861","7425074","G I GROSS JUNCTION","NOS","2","","19-Nov-1993","1.92","","","","",""
"1862","7425109","H.T BUSHING FOR SOUTHERN SWITCH GEAR","NOS","3","30-Oct-1993","18-Feb-1994","313.73","","","","",""
"1863","7425110","TIME DELAY RELAY NO.KRTPN WITH 415V 50HZ AC C","NOS","2","12-Jun-1993","18-Mar-1999","84.42","","","","",""
"1864","7425111","HEAVY DUTY MOTOR CONTROL ON/OFF SWITCH 1","NOS","4","12-Sep-1997","11-Aug-2012","19676.11","","","","",""
"1865","7425120","WATER HEATER (GEYSER) WITH 25 LTR. STORAGE C","NOS","3","29-Aug-2017","12-Apr-2017","16500.00","","","","",""
"1866","7425122","CURRENT TRANSFORMER  FFOR DN RELEASE 1000","NOS","3","17-Jul-2001","","159.15","","","","",""
"1867","7425131","SILICA GEL OF 1 KG PACKET SUITABLE FOR REPLACE","KGS","3","1-Sep-2017","7-Apr-2018","780.00","","","","",""
"1868","7425132","ARC CHUT SUITABLE FOR 630 AMPS RATING ACB O","NOS","3","31-May-2001","","190.30","","","","",""
"1869","7425133","SHUNT RELEASE  TYPE EA1 24V DC SUITABLE FOR 8","NOS","3","17-Jul-2001","7-Apr-2004","141.94","","","","",""
"1870","7425170","4 KVA VOLTAGE STABILIZER SUITABLE FOR 1.5","NOS","6","26-Aug-2017","9-Feb-2018","13220.34","","","","",""
"1871","7425171","FABRICATION AND SUPPLY OF A/C COVER AS PER","NOS","3","16-Sep-2005","27-Aug-2011","72.00","","","","",""
"1872","7425174","FABRICATION AND SUPPLY OF A/C BASE TRAYAS","NOS","2","16-Sep-2005","27-Aug-2011","93.00","","","","",""
"1873","7425179","OUTDOOR UNIT COMPLETE FOR 1.5 TON SPLIT AIR","NOS","4","26-Mar-2018","27-Apr-2018","47500.00","","","","",""
"1874","7425189","SCR BRIDGE CONVERTER.","NOS","5","25-Jan-2017","26-May-2018","42228.00","","","","",""
"1875","7425194","CEILING FAN FIXING CLAMP SET COMPLETE WITH N","NOS","140","26-Aug-2016","4-Jan-2018","2100.00","","","","",""
"1876","7425202","CONDENSOR STAND FOR FIXING OUT DOOR UNIT O","SET","5","26-Mar-2018","21-Sep-2013","3750.00","","","","",""
"1877","7425203","AXIAL COOLING FAN WITH SUPPLY VOLTAGE OF","NOS","3","1-Sep-2017","28-Oct-2017","885.00","","","","",""
"1878","7425213","DIGITAL MULTIFUNCTION METER.","NOS","1","30-Jun-2017","9-Jun-2018","-7233.00","","","","",""
"1879","7425214","DIGITAL PANNEL VOLT METER, SINGLE PHASE.","NOS","5","29-May-2014","14-Mar-2014","","","","","",""
"1880","7425215","DIGITAL  PANEL AMMETER , SINGLE PHASE.","NOS","5","29-May-2014","14-Mar-2014","7000.00","","","","",""
"1881","7425216","TERMINAL BLOCK 4 SQ.MM, CLAMP SCREW TYPE S","NOS","55","2-Jul-2014","29-Aug-2017","409.20","","","","",""
"1882","7425217","TERMINAL BLOCK 6 SQ.MM, CLAMP SCREW TYPE S","NOS","19","31-May-2014","2-Jul-2018","350.00","","","","",""
"1883","7425219","DIN RAIL TOP HAT TYPE TH 35 MM SIZE OF 1 METE","NOS","9","18-Jun-2014","4-Jan-2018","653.85","","","","",""
"1884","7426001","FIBER GLASS REINTORED PLASTIC BOX- CHILP-K","NOS","3","16-Jun-1992","21-Oct-2009","218.59","","","","",""
"1885","7426007","FABRICATION AND SUPPLY OF DENSITY CHAMBER","NOS","4","4-Mar-1998","","1043.72","","","","",""
"1886","7426009","NLPH AIR ROTAMETER WITH D.P REGULATOR 7-70","NOS","8","4-Mar-1998","","903.40","","","","",""
"1887","7426017","VARIABLE SPEED DRIVE","NOS","1","3-Mar-2018","30-Apr-2013","20700.00","","","","",""
"1888","7426019","VARIABLE SPEED DRIVE:CAPACITY:5.5 KW/7.5 HP","NOS","1","20-Mar-2015","28-Mar-2015","35550.00","","","","",""
"1889","7802003","GODREJ LOCK 7 LEVER LONG NECK WITH 3 KEY .","NOS","4","17-May-2017","5-Jan-2018","2300.00","","","","",""
"1890","7802018","GODREJ LOCK 6 LEVER LONG NECK WITH 3 KEY.","NOS","3","17-May-2017","20-Feb-2018","1149.00","","","","",""
"1891","7815006","QUICK LIME","KGS","2500","19-Feb-1999","1-Mar-2018","743.73","","","","",""
"1892","8401002","GELATIN","KGS","193","31-Mar-1999","8-Aug-1998","1020.73","","","","",""
"1893","8401008","MIXED SULPHATE SALT","KGS","776","4-Apr-2001","15-Mar-2003","114.44","","","","",""
"1894","8401029","CALCIUM CARBONATE","KGS","1510","4-Jan-1995","30-Jul-1994","2193.32","","","","",""
"1895","8401037","PROMOTER","LIT","0","25-Mar-1996","20-Mar-2004","3.00","","","","",""
"1896","8401038","CATALYST","LIT","0","25-Mar-1996","20-Mar-2004","1.35","","","","",""
"1897","8408001","ACETYLENE GAS IN CYLINDER OF 7 CUM. AS PER I","CUM","7","30-Jun-2018","4-Jul-2018","210.00","","","","",""
"1898","8408002","OXYGEN GAS IN CYLINDER OF 7 CUM. AS PER","CUM","7","30-Jun-2018","4-Jul-2018","3206.44","","","","",""
"1899","8801001","HIGH SPEED DIESEL OIL","LIT","30718","20-Jul-2018","26-Jul-2018","1929001.80","","","","",""
"1900","8801002","FURNACE OIL","LIT","41921","28-Jul-2018","26-Jul-2018","1252675.74","","","","",""
"1901","8802005","BRAKE FLUID IN 500 ML PACK.","LIT","45","9-Sep-2017","14-Jul-2018","9562.50","","","","",""
"1902","8802013","EP- 320 OIL","LIT","420","30-Sep-2017","24-Jul-2018","103950.00","","","","",""
"1903","8802015","SERVO SUPER 50","LIT","409","31-Mar-1999","21-Nov-2000","277.64","","","","",""
"1904","8802019","EP- 90 OIL.","LIT","420","25-Mar-2017","20-Nov-2017","40407.00","","","","",""
"1905","8802022","C4- SAE - 30 OIL.","LIT","1470","6-Dec-2017","23-Jun-2018","166635.60","","","","",""
"1906","8802028","HLP  68.(HYDRAULIC OIL)","LIT","630","6-Dec-2017","13-Jul-2018","73920.00","","","","",""
"1907","8802030","VOLVOLINE CUMMINS MAKE ENGINE OIL PREMIUM B","LIT","3990","30-May-2018","12-Jul-2018","28350.00","","","","",""
"1908","8802034","SERVO CUT LBRICANTS OIL OF WATER MIXING TY","LIT","120","22-May-2004","11-Apr-2018","343.94","","","","",""
"1909","8802035","HYDRAULIC OIL MAK CD 10 W.","LIT","2520","6-Dec-2017","27-Apr-2018","265918.75","","","","",""
"1910","8803002","M.P GREASE  (MP3 )","KGS","1260","6-Dec-2017","27-Apr-2018","194068.50","","","","",""
"1911","8803010","BEARING GREASE LGEP - 2 / 5 (IN 5 KG PACK)","KGS","5","1-Jan-2018","28-Mar-2018","3200.00","","","","",""
"1912","9202102","NEW HESSIAN LAMINATED POLYTHENE LINER 48 X 5","NOS","150","26-Jul-2003","14-Mar-2013","88.59","","","","",""
"1913","9202124","HDPE / PP BAGS OF 800 MM X 480 MM , 1000","NOS","1850","26-Sep-2015","12-Oct-2016","36426.50","","","","",""
"1914","9202125","HDPE/PP BAGS OF 800 MM X 480 MM, 1000 DENIER","NOS","16400","1-Nov-2016","11-Jul-2018","532195.04","","","","",""
"1915","9202126","HDPE/PP BAGS OF 800 MM X 480 MM, 1000 DENIER","NOS","22000","1-Nov-2016","28-Jun-2018","471583.51","","","","",""
"1916","9202127","HDPE/PP BAGS OF 800 MMX480 MM,1000 DENIER W","NOS","8500","7-Oct-2015","7-Dec-2016","172533.00","","","","",""
"1917","9202421","JUMBO BAG 1 MT(MONAZITE)","NOS","7675","13-Jun-2016","29-Jun-2018","3693678.53","","","","",""
"1918","9202422","JUMBO BAG 1 MT(GARNET)","NOS","4550","29-Jun-2018","16-Jul-2018","855995.35","","","","",""
"1919","9207015","HIGH DENSITY POLYPROPYLENE MULTIFILAMENT T","ROL","150","13-Jan-2017","25-Sep-2017","9750.00","","","","",""
"1920","9501013","SUITING-DARK BROWN COLOUR.","PCS","1","31-Jan-2018","27-Feb-2018","425.25","","","","",""
"1921","9501055","SHIRTING-LIGHT BROWN COLOUR.","PCS","1","31-Jan-2018","27-Feb-2018","514.95","","","","",""
"1922","9503012","MATCH BOX  (10 X 10)","NOS","210","11-Jun-2012","4-Jun-2018","157.18","","","","",""
"1923","9505004","TURKEY FACE TOWEL,100 % COTTON, SIZE 27"" X","NOS","8","26-Dec-2017","4-Jan-2018","1272.86","","","","",""
"1924","9505011","V.V.D GOLD COCONUT OIL IN 500 ML CONTAINER.","NOS","721","19-May-2018","13-Jul-2018","1290.68","","","","",""
"1925","9505023","V.V.D.GOLD COCONUT OIL  IN 100 ML CONTAINER.","NOS","1434","19-May-2018","7-Jun-2018","96.00","","","","",""
"1926","9505047","MYSORE SANDAL SOAP ( 75 GRAM)","NOS","18","18-Dec-2017","19-Jul-2018","42010.82","","","","",""
"1927","9505050","MYSORE SANDAL SOAP( 125 GRM)","NOS","36","18-Dec-2017","7-Jun-2018","52388.84","","","","",""
"1928","9515002","HUNTER BOOTS","PAI","16","20-Jan-2000","27-Jun-2005","56.91","","","","",""
"1929","9515003","INDUSTRIAL LEATHER SAFETY  SHOES  AS PER","PAI","11","23-Apr-2018","13-Jun-2018","5585.30","","","","",""
